DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.11:17:45	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-14.11:17:46	0.204895	1654.64	-0.0041994	0.0965602
2019-10-14.11:17:47	0.0715001	1654.77	-0.0294292	0.294305
2019-10-14.11:17:48	0.240449	1654.79	-0.0468263	-0.198354
2019-10-14.11:17:49	2.53354	1654.79	-0.147671	0.0152544
2019-10-14.11:17:50	6.14408	1654.79	-0.181359	0.193909
2019-10-14.11:17:51	10.04	1654.79	-0.20184	0.2647
2019-10-14.11:17:52	13.94	1654.79	-0.301465	0.313881
2019-10-14.11:17:53	17.7513	1654.79	-0.574894	0.395674
2019-10-14.11:17:54	21.5089	1654.79	-0.946949	0.510722
2019-10-14.11:17:55	25.2011	1654.79	-1.31394	0.592143
2019-10-14.11:17:56	28.818	1654.8	-1.59442	0.626702
2019-10-14.11:17:57	32.3635	1654.8	-1.76279	0.639021
2019-10-14.11:17:58	35.7893	1654.8	-1.92943	0.680723
2019-10-14.11:17:59	39.0831	1654.81	-2.06132	0.719349
2019-10-14.11:18:00	42.2584	1654.81	-2.13987	0.754411
2019-10-14.11:18:01	45.3409	1654.81	-2.16891	0.795504
2019-10-14.11:18:02	48.3614	1654.82	-2.1508	0.845228
2019-10-14.11:18:03	51.3487	1654.82	-2.07266	0.907794
2019-10-14.11:18:04	54.3243	1654.82	-1.95848	0.969958
2019-10-14.11:18:05	57.3029	1654.83	-1.8184	1.0315
2019-10-14.11:18:06	60.2949	1654.83	-1.65821	1.09361
2019-10-14.11:18:07	63.3078	1654.84	-1.48135	1.15697
2019-10-14.11:18:08	66.347	1654.84	-1.29005	1.22172
2019-10-14.11:18:09	69.4166	1654.85	-1.086	1.28776
2019-10-14.11:18:10	72.5195	1654.86	-0.870653	1.35491
2019-10-14.11:18:11	75.6575	1654.86	-0.645336	1.42293
2019-10-14.11:18:12	78.831	1654.87	-0.411386	1.49155
[State]	TakeOff
2019-10-14.11:18:13	82.0421	1654.88	-0.193906	1.55761
2019-10-14.11:18:14	85.329	1654.89	-0.130812	1.62151
2019-10-14.11:18:15	88.6701	1654.92	-0.0142092	3.26451
2019-10-14.11:18:16	91.2548	1655.95	0.306865	12.3493
2019-10-14.11:18:17	90.8156	1663.36	6.06995	11.7071
2019-10-14.11:18:18	89.9281	1671.26	12.2997	11.6002
2019-10-14.11:18:19	89.1245	1677.45	19.2568	12.2413
2019-10-14.11:18:20	88.2903	1682.52	27.1709	12.8726
2019-10-14.11:18:21	87.6627	1686.26	30.4622	12.9873
2019-10-14.11:18:22	87.1814	1689.22	30.3809	12.1495
2019-10-14.11:18:23	86.9003	1691.8	30.3747	11.5331
2019-10-14.11:18:24	86.707	1694.16	30.3617	11.4915
2019-10-14.11:18:25	86.5275	1696.41	30.3495	11.8919
2019-10-14.11:18:26	86.321	1698.6	30.3449	12.3323
2019-10-14.11:18:27	86.101	1700.72	30.348	12.5158
2019-10-14.11:18:28	85.9016	1702.75	30.3531	12.4151
2019-10-14.11:18:29	85.7448	1704.71	30.3552	12.1985
2019-10-14.11:18:30	85.6292	1706.56	30.3531	12.0566
2019-10-14.11:18:31	85.5352	1708.33	30.3487	12.0665
2019-10-14.11:18:32	85.3722	1710.23	24.9568	12.2572
2019-10-14.11:18:33	84.7652	1713.58	18.4736	13.0285
2019-10-14.11:18:34	83.681	1719.04	11.8907	12.7529
2019-10-14.11:18:35	82.5243	1725.12	4.91819	13.0212
2019-10-14.11:18:36	81.3404	1731.18	-2.58431	13.4762
2019-10-14.11:18:37	80.3587	1736.81	-0.0319403	13.006
2019-10-14.11:18:38	79.9394	1741.42	3.44698	11.992
2019-10-14.11:18:39	79.8852	1744.52	5.31669	12.3342
2019-10-14.11:18:40	79.7638	1747.15	3.94804	12.562
2019-10-14.11:18:41	79.6854	1749.97	0.146903	12.3194
2019-10-14.11:18:42	79.6569	1752.99	-3.30757	12.6099
2019-10-14.11:18:43	79.4124	1756.21	-3.65299	13.0064
[State]	Climb
2019-10-14.11:18:44	79.163	1759.58	-0.562316	12.6677
2019-10-14.11:18:45	79.1205	1762.76	3.64244	12.3628
2019-10-14.11:18:46	79.1094	1765.35	5.63162	12.5431
2019-10-14.11:18:47	79.1069	1767.52	3.72751	12.591
2019-10-14.11:18:48	79.1642	1769.9	-0.757445	12.3578
2019-10-14.11:18:49	79.1949	1772.6	-4.40955	12.9101
2019-10-14.11:18:50	78.9139	1775.64	-4.2273	13.4142
2019-10-14.11:18:51	78.6134	1778.99	-0.249047	12.9974
2019-10-14.11:18:52	78.5017	1782.2	4.44207	12.8156
2019-10-14.11:18:53	78.4068	1784.76	6.49697	13.0635
2019-10-14.11:18:54	78.4343	1786.75	3.88731	12.607
2019-10-14.11:18:55	78.652	1788.71	-1.51284	12.2518
2019-10-14.11:18:56	78.8206	1790.93	-5.53315	12.975
2019-10-14.11:18:57	78.6347	1793.49	-4.8562	13.4731
2019-10-14.11:18:58	78.4387	1796.45	-0.101089	12.8874
2019-10-14.11:18:59	78.4078	1799.35	4.27725	12.8161
2019-10-14.11:19:00	78.3318	1801.7	8.02868	13.3031
2019-10-14.11:19:01	78.3336	1803.5	4.7415	12.8454
2019-10-14.11:19:02	78.5501	1805.37	-1.62496	12.2609
2019-10-14.11:19:03	78.7144	1807.5	-6.41897	13.1992
2019-10-14.11:19:04	78.4724	1809.99	-5.72441	13.7922
2019-10-14.11:19:05	78.2328	1812.89	-0.641745	12.9578
2019-10-14.11:19:06	78.2344	1815.71	3.48615	12.7412
2019-10-14.11:19:07	78.1849	1817.94	7.18949	13.1856
